nodes,area,angles,perimeter,avg_density,avg_entropy,cell_type_diversity,max_distance,min_distance,avg_distance,std_distance,density_dispersion,triangle_inequality_ratio,aspect_ratio
"[0, 57, 58]",1458.0,"[0.6560527508628522, 0.9668226416176278, 1.5187172611093136]",185.445963762992,57.47332241343067,0.41248256280371676,2,76.15773105863909,46.51881339845203,61.81532125433066,14.84247578188506,0.20149963075732127,0.6968520688285021,1.6371382994299104
"[0, 57, 70]",1954.0,"[1.2644766462889492, 0.9115981743008604, 0.9655178329999837]",203.77870309814972,63.85412465591694,0.3990009326110849,2,75.7099729229908,62.76941930590086,67.92623436604991,6.858573268012289,0.049550351731281,0.5911667338267715,1.2061601614318809
"[0, 58, 60]",724.0,"[1.1557804050978029, 1.2266353771995826, 0.7591768712924081]",125.75519232022198,51.22678814303591,0.41248256280371676,2,46.51881339845203,34.0147027033899,41.918397440073996,6.875458827161802,0.1649167155848181,0.5870890875058795,1.3676089955599104
"[0, 60, 66]",1360.5,"[1.0692378452257145, 0.7020618149990515, 1.3702929933650272]",175.2441558076061,57.11049291765159,0.3990009326110849,2,68.62215385719105,45.22167621838005,58.414718602535366,11.98252794196253,0.1338316874717917,0.643602189059478,1.5174615272067256
"[0, 66, 67]",1407.5,"[1.4663817088823943, 0.9943586764372815, 0.6808522682701177]",180.33347895702002,63.930180967460366,0.41011631828840905,2,72.83543093852057,46.09772228646444,60.11115965234001,13.415391454457692,0.06686237382230605,0.677551195403904,1.5800223378912381
"[0, 67, 70]",2303.0,"[1.1123728757533833, 1.0405916976936733, 0.9886280801427366]",219.0649047105673,64.42727843533096,0.41011631828840905,2,75.7099729229908,70.51950084905593,73.02163490352244,2.6002411474729126,0.06309146684040925,0.528129531219602,1.0736033580987032
"[1, 19, 63]",396.0,"[0.30270523841462593, 2.022249418347451, 0.8166379968277168]",122.6346042330885,43.01956923497534,0.3990009326110849,2,57.27128425310541,18.97366596101028,40.8782014110295,19.73471494851037,0.16662185568182852,0.8761991323366715,3.018461712712471
"[1, 19, 64]",1534.0,"[0.9409929913744779, 0.9577989296284088, 1.2428007325869064]",180.14475533299205,52.215182373151414,0.38788554693376076,2,66.2872536767062,56.586217403180434,60.048251777664014,5.413980759977407,0.210488395669935,0.5821948726471693,1.17143814728603
"[1, 23, 62]",644.0,"[1.1102591276700307, 0.9619486863993632, 1.0693848395203998]",115.92880199861139,36.09788977153795,0.3990009326110849,2,40.049968789001575,36.6742416417845,38.64293399953713,1.7565528347095447,0.2011441648591345,0.5278147685582674,1.092046269973064
"[1, 23, 63]",243.0,"[0.5209243417638052, 1.8474646658767915, 0.7732036459491967]",82.27496151418347,35.50123119027835,0.3990009326110849,2,36.6742416417845,18.97366596101028,27.42498717139449,8.877224677413068,0.1994779378048917,0.8042469887406873,1.9329022507905333
