nodes,area,angles,perimeter,avg_density,avg_entropy,cell_type_diversity,max_distance,min_distance,avg_distance,std_distance,density_dispersion,triangle_inequality_ratio,aspect_ratio
"[0, 1, 2]",460.0,"[2.6898290351866465, 0.2460058841317661, 0.20575773427138055]",182.01175820868875,131.18600898711404,0.13670543942946967,1,89.8443097808648,42.04759208325728,60.670586069562916,25.58554238165837,0.19651203985746635,0.9747943695243079,2.1367290094273783
"[0, 1, 7]",4224.0,"[1.8139916659094233, 0.25615138256560394, 1.0714496051147666]",415.786203113306,142.9814367331052,0.13670543942946967,1,192.0,50.11985634456667,138.59540103776865,77.1684664663625,0.19833117057800567,0.8579617390567541,3.8308170454445865
"[0, 2, 3]",1831.0,"[2.890660700929604, 0.08858422576125746, 0.16234772689893298]",506.162226442371,151.1942035373197,0.13670543942946967,1,252.1685943966853,89.8443097808648,168.720742147457,81.25864110245135,0.1631649989764471,0.99281463226341,2.8067286065387815
"[0, 7, 602]",9696.0,"[0.5259277612050842, 1.2212347211934844, 1.3944301711912246]",495.78038854363626,143.26740699888623,0.2868925090515712,1,201.1889659002203,102.59142264341595,165.2601295145454,54.46681915858053,0.1944788782654749,0.6829423752223317,1.9610700457825465
"[0, 64, 602]",1185.5,"[0.05074142236108428, 3.0061393277615593, 0.08471190346715116]",546.8811183736346,134.354660614446,0.4235979484810408,2,273.1464808486465,102.59142264341595,182.29370612454488,85.82253236223633,0.18253191244155603,0.9978513618822245,2.6624689843520395
"[1, 2, 6]",3634.0,"[1.491163213003992, 0.2416565223379519, 1.4087729182478497]",390.59451449285837,124.4917390227916,0.0,1,175.1456536714514,42.04759208325728,130.19817149761946,76.34562337170816,0.11935899476134383,0.8129337653664167,4.165414593174571
"[1, 6, 7]",5508.0,"[1.3628792403662437, 1.4081217253878826, 0.370591687835667]",413.09263516014346,136.28716676878278,0.0,1,175.1456536714514,64.28063471995279,137.69754505338116,63.58521156218716,0.17931766051764378,0.7360700798794325,2.7247032397003697
"[2, 3, 5]",10774.5,"[0.932026750070667, 1.1086162180873986, 1.1009496854317276]",474.89801625999803,147.51575081658316,0.0,1,164.14932226482082,147.2311108427835,158.29933875333268,9.590569606985689,0.15930431135457884,0.5282381726353077,1.1149092153498927
"[2, 5, 6]",6720.0,"[1.5729540615414541, 1.0142327683658425, 0.5544058236824968]",411.91764673834473,137.39114689717493,0.0,1,173.40126873814967,91.28526715741155,137.30588224611492,41.94808757171228,0.0945227326967661,0.7269994211383164,1.8995537192123015
"[3, 4, 5]",7115.0,"[1.445662987685086, 0.661512666605007, 1.0344169992997005]",406.42143534469494,161.06997611772064,0.0,1,163.51758315239374,101.24228365658294,135.473811781565,31.595402862752998,0.06804755137269147,0.6731782212450906,1.615111564522296
"[4, 5, 10]",14233.0,"[1.5983309947511746, 0.6046870189661099, 0.9385746398725088]",591.7698057920409,173.3740204706902,0.0,1,249.08833774386147,141.66156853571826,197.2566019306803,53.81216862515109,0.17436467507393535,0.7268800941078052,1.7583338961904607
"[5, 6, 10]",8935.5,"[1.3417182943726935, 0.4581029930225474, 1.341771366194552]",493.3275534828842,165.34009962535967,0.0,1,201.02238681301145,91.28526715741155,164.44251782762805,63.356037563639795,0.2208603144691295,0.6877141074965829,2.2021339595399345
"[6, 7, 9]",3806.0,"[1.5618633011493053, 0.49932664014911704, 1.080402712291371]",316.9421990210512,136.29540197402733,0.0,1,134.23859355639868,64.28063471995279,105.64739967368372,36.68706057022557,0.17921025066221385,0.7347342337060212,2.0883209094189428
"[6, 9, 10]",12771.0,"[1.2211265685114014, 0.6781703156329074, 1.2422957694454844]",537.7899906370753,152.4489269562209,0.0,1,202.52901026766511,134.23859355639868,179.26333021235845,38.99984181714615,0.3257522528165402,0.6040935931300647,1.5087241671865033
"[7, 9, 604]",5116.0,"[1.2913611257982507, 1.1049619046601815, 0.7452696231313609]",335.7166574307405,122.97714214968495,0.0,1,127.40486646906388,89.88882021697692,111.9055524769135,19.588797493851857,0.2551932000618139,0.6116066012437227,1.4173605367333706
"[7, 66, 67]",11371.0,"[1.1916856857101263, 1.3190627543763642, 0.6308442135033026]",514.9066632654265,129.7892184280003,0.0,1,200.48940121612412,122.10241602851272,171.63555442180882,43.091236782871064,0.22816030375258717,0.6376539249447642,1.6419773476825132
"[7, 66, 604]",9258.0,"[0.6863941802557669, 1.6443295235488464, 0.81086894978518]",473.62003754076295,129.92299803649328,0.0,1,200.48940121612412,127.40486646906388,157.87334584692098,38.02643825876556,0.2263491505143964,0.7340421562150411,1.573640056086919
"[7, 67, 602]",6527.0,"[1.5277709576339817, 1.269683345503944, 0.3441383504518676]",461.444962926862,123.12109760172848,0.15018706962210152,1,201.1889659002203,67.94115100585212,153.81498764228732,74.5011702250676,0.25477236686743676,0.7730425742298078,2.9612239846053074
"[8, 9, 604]",726.0,"[0.6176530526482866, 0.23607125689210942, 2.287868344049397]",186.84665817826766,89.95662128421634,0.0,1,89.88882021697692,27.892651361962702,62.282219392755884,31.549765787861784,0.29727149244230605,0.9270918381334365,3.222670338882111
"[8, 9, 606]",1115.0,"[1.1241514206906842, 0.3173258045123311, 1.7001154283867779]",197.16058969366944,97.0686996506786,0.0,1,88.64536084872124,27.892651361962702,65.72019656455647,33.004297375858314,0.3385389988910861,0.8168932765684161,3.1780901606796403
"[8, 604, 605]",1926.0,"[0.9004396492745187, 1.0894478083849741, 1.1517051959303004]",201.29837528631998,86.10620902430833,0.0,1,71.17583859709698,61.05735008989499,67.09945842877333,5.337978816741309,0.26608682765106195,0.5469908626749965,1.1657210555699602
"[8, 605, 606]",2240.0,"[1.2104610186460232, 0.787635296130659, 1.1434963388131112]",220.0891107085311,93.21828739077061,0.0,1,80.62257748298549,61.05735008989499,73.3630369028437,10.714346671075583,0.33442851867979567,0.5780783075220093,1.3204401659142517
"[9, 10, 606]",8969.0,"[0.4189842533484442, 1.1930419008595026, 1.5295664993818465]",508.8805951891032,146.2427454983408,0.0,1,217.70622407271685,88.64536084872124,169.6268650630344,70.54140609125025,0.3628268188618122,0.7476833322864694,2.4559234909568017
"[10, 11, 606]",17069.0,"[1.1753855370136488, 0.8152863853704195, 1.150920731205725]",604.8480371535499,165.45624664182012,0.0,1,217.70622407271685,171.72361514946044,201.6160123845166,25.912840933592445,0.25991633841485867,0.56234231673462,1.2677710277834253
